Title,Getting Information,"Monitoring Processes, Materials, or Surroundings","Identifying Objects, Actions, and Events","Inspecting Equipment, Structures, or Materials","Estimating the Quantifiable Characteristics of Products, Events, or Information","Judging the Qualities of Objects, Services, or People",Processing Information,Evaluating Information to Determine Compliance with Standards,Analyzing Data or Information,Making Decisions and Solving Problems,Thinking Creatively,Updating and Using Relevant Knowledge,Developing Objectives and Strategies,Scheduling Work and Activities,"Organizing, Planning, and Prioritizing Work",Performing General Physical Activities,Handling and Moving Objects,Controlling Machines and Processes,"Operating Vehicles, Mechanized Devices, or Equipment",Working with Computers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",Repairing and Maintaining Mechanical Equipment,Repairing and Maintaining Electronic Equipment,Documenting/Recording Information,Interpreting the Meaning of Information for Others,"Communicating with Supervisors, Peers, or Subordinates",Communicating with People Outside the Organization,Establishing and Maintaining Interpersonal Relationships,Assisting and Caring for Others,Selling or Influencing Others,Resolving Conflicts and Negotiating with Others,Performing for or Working Directly with the Public,Coordinating the Work and Activities of Others,Developing and Building Teams,Training and Teaching Others,"Guiding, Directing, and Motivating Subordinates",Coaching and Developing Others,Providing Consultation and Advice to Others,Performing Administrative Activities,Staffing Organizational Units,Monitoring and Controlling Resources
Automotive Glass Installers and Repairers,9.7412,9.009,9.4554,6.9632000000000005,5.1484,7.940300000000001,6.2475,7.915200000000001,2.7714000000000003,9.51,11.453399999999998,12.548800000000002,1.7613,4.7808,9.332799999999999,20.2138,23.5584,7.3948,9.442300000000001,2.6854999999999998,1.5622,4.077500000000001,2.5418,4.3968,4.111800000000001,9.7032,6.412999999999999,8.7,1.6132000000000002,4.4496,7.251999999999999,13.192,4.8816,3.536,5.3823,2.826,2.485,3.9376,4.356,0.7729,1.7004000000000001
Automotive Service Technicians and Mechanics,17.618,16.8744,14.8125,14.970500000000001,7.9268,12.2496,10.1916,13.9552,12.2016,16.726499999999998,10.5301,22.122900000000005,6.7782,5.7054,12.9837,16.155,22.6,16.3194,15.957899999999999,12.482999999999999,6.904800000000001,20.916,18.1863,8.4084,9.8264,12.444,7.3264000000000005,13.6952,6.8926,6.570200000000001,7.4184,7.641000000000001,5.9392,5.2324,8.782200000000001,5.768399999999999,8.4091,8.0656,4.1850000000000005,2.3808000000000002,5.1975
Bus and Truck Mechanics and Diesel Engine Specialists,17.7642,17.986,17.8494,19.008699999999997,9.827,8.352,13.8414,12.673499999999999,13.6458,16.235999999999997,10.017,18.4861,9.8838,6.6766,13.014399999999998,18.4518,21.527500000000003,20.3212,14.812199999999999,9.54,8.2582,22.7304,17.549699999999998,12.2508,7.4670000000000005,12.728,3.9245,11.3826,5.0137,2.5704000000000002,2.4839999999999995,2.0651,5.3594,3.1969999999999996,6.475199999999999,3.634,8.381,9.3522,5.4096,0.948,4.0001999999999995
Farm Equipment Mechanics and Service Technicians,13.2712,15.5364,14.8056,13.93,8.169599999999999,12.168,11.8287,9.796800000000001,10.3968,18.130699999999997,13.265999999999998,15.045,9.815,9.4556,12.6252,18.6034,22.1952,17.458199999999998,17.0126,8.68,4.885199999999999,20.0819,13.0473,10.954500000000001,5.464799999999999,14.25,11.323,13.640400000000001,5.2539,5.694,6.725,10.505999999999998,4.144699999999999,2.9435,7.991,5.057799999999999,4.6739999999999995,5.2899,2.6934,1.5579999999999998,3.8850000000000002
"Mobile Heavy Equipment Mechanics, Except Engines",12.5632,16.7659,11.859399999999999,16.4493,9.075,12.9108,12.972,10.02,12.7092,19.4616,14.6568,17.7008,8.999400000000001,10.2941,15.8898,21.252999999999997,24.5604,21.0921,20.516,11.6272,14.2719,25.288,17.1234,13.8106,10.581800000000001,14.938,7.986400000000001,15.0176,8.2656,5.166,8.9744,5.3105,8.1675,6.7208,9.4128,5.922,7.700399999999999,9.424800000000001,5.0347,3.9694,8.4175
Rail Car Repairers,14.672999999999998,15.8496,12.6252,15.052,7.510999999999999,10.8576,7.686,10.2843,8.7516,14.0994,9.888,12.1644,6.8607000000000005,7.670000000000001,13.8375,17.542,23.712,17.3628,14.9326,3.268,6.7703999999999995,15.5014,5.775,9.014600000000002,4.3020000000000005,12.672,5.9768,11.0656,8.121599999999999,2.3056,4.484,2.7714000000000003,7.7028,6.0048,11.559800000000001,5.618,9.2002,5.1216,3.4992000000000005,1.7072,4.4454
Motorboat Mechanics and Service Technicians,13.621400000000001,13.313199999999998,11.6892,12.358,8.8324,8.316,11.4276,8.323,11.6602,15.093,8.9112,18.7458,4.9329,7.251999999999999,12.384,18.399700000000003,23.329,15.780999999999999,15.4536,8.3754,5.4531,19.1678,14.4075,8.2276,6.302,12.730500000000001,9.0846,14.4075,3.8220000000000005,5.851500000000001,3.5552,10.912,5.4054,3.8075999999999994,6.174599999999999,3.9694,5.0112,5.702100000000001,5.0496,1.8928,7.833600000000001
Motorcycle Mechanics,17.544,19.1828,15.470699999999999,19.4432,11.2288,15.895000000000001,14.619600000000002,13.154399999999999,15.371400000000001,21.679499999999997,16.1184,21.662300000000002,12.4545,13.430200000000001,19.602,19.6664,24.8558,20.8243,20.385199999999998,17.0027,12.770999999999999,23.0888,16.3438,11.3894,10.976,16.727999999999998,13.645900000000001,13.8112,7.4712000000000005,5.390000000000001,8.2895,14.102400000000001,8.928,9.1486,9.882,7.7452000000000005,5.828,9.7446,3.56,2.1204,10.350000000000001
Outdoor Power Equipment and Other Small Engine Mechanics,12.7203,13.104000000000001,13.0473,14.1954,10.474799999999998,10.9962,10.3563,9.633,6.487399999999999,15.224999999999998,8.3798,17.948700000000002,7.1136,5.4796000000000005,10.4313,16.1733,16.699199999999998,15.088,12.8865,10.8703,5.842,22.599000000000004,5.46,11.247,6.336,12.7995,6.601,12.711699999999999,5.6480999999999995,7.45,5.377,6.4092,6.5192,3.7047000000000003,8.683200000000001,4.9533,8.084999999999999,5.7757,7.0488,3.9671999999999996,3.4749
Bicycle Repairers,14.816899999999999,11.3082,15.9975,9.499600000000001,5.59,11.0565,6.5760000000000005,4.218,5.8212,11.623000000000001,8.0655,19.1166,5.7876,13.4,18.2032,15.179200000000002,23.956000000000003,12.8216,2.0467999999999997,6.415800000000001,2.4288000000000003,18.7978,3.0528,9.2254,5.562,16.358999999999998,7.7,15.0096,15.2205,20.1498,10.2718,19.0944,8.7308,5.713,7.8740000000000006,11.5739,6.5536,10.7952,5.0112,3.6547,8.587
Recreational Vehicle Service Technicians,14.283,14.315,11.911599999999998,13.2664,8.4588,12.7596,9.4514,11.346900000000002,8.47,13.9412,10.385,14.214,7.353000000000001,10.7802,14.1694,18.528,20.4088,13.1752,12.0213,5.8949,8.4916,15.8746,13.568000000000001,7.391400000000001,8.7164,13.725000000000001,11.9188,13.757199999999997,7.9499,7.8861,7.263,9.672,8.4485,8.174700000000001,9.207,5.8035,8.401900000000001,8.565299999999999,4.767399999999999,2.6649,5.0127
Tire Repairers and Changers,15.3784,15.792,13.1394,15.209900000000001,11.998999999999999,12.143199999999998,10.6276,10.4687,11.4123,14.52,8.473199999999999,11.925,6.8666,5.7658000000000005,10.654599999999999,16.1076,18.4536,13.26,13.26,5.9367,4.44,11.34,4.346,5.818999999999999,6.555200000000001,13.741200000000001,8.43,10.315500000000002,6.164,11.0768,5.9472,12.3855,9.1504,5.0694,9.7905,5.855500000000001,10.0293,7.3959,4.427,3.6,7.2539
Mechanical Door Repairers,12.74,14.287900000000002,11.766000000000002,11.768799999999999,7.2589999999999995,7.371200000000001,8.8184,9.962,6.4155,10.774799999999999,9.599,11.189,3.2108999999999996,7.9559999999999995,10.494,18.6784,19.6224,9.7656,13.776,3.4768,7.223999999999999,13.4568,9.240699999999999,6.1694,4.734,12.001999999999999,11.558399999999999,12.905400000000002,7.1526000000000005,8.8788,9.483,13.16,8.5525,5.2208,9.36,5.6865,5.929200000000001,7.233600000000001,5.1408000000000005,2.6633999999999998,3.6574999999999998
"Control and Valve Installers and Repairers, Except Mechanical Door",17.3416,19.440300000000004,15.461100000000002,21.168000000000003,12.88,13.4724,16.7915,17.1864,12.7596,18.9312,12.2383,19.5,9.373199999999999,11.143500000000001,17.5406,17.1389,20.7432,12.4542,14.515999999999998,13.411200000000001,11.5125,23.276000000000003,12.209999999999999,16.3769,9.209200000000001,19.7541,10.6392,15.381599999999999,9.81,5.152,7.195999999999999,4.7163,11.0484,7.3416,12.432,9.9712,10.599599999999999,7.251999999999999,4.332,1.275,5.0508
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",12.463999999999999,13.801,12.545,13.8976,8.247799999999998,9.747,11.7962,11.8614,8.612499999999999,13.581100000000001,11.250399999999999,14.852,7.278999999999999,9.2564,12.0908,18.5232,20.932199999999998,13.8873,11.040799999999999,6.256,8.6136,13.578000000000001,12.0184,9.127999999999998,7.906499999999999,11.8664,11.7294,14.512199999999998,6.583500000000001,7.3953000000000015,9.201600000000001,7.2644,11.7607,7.111999999999999,10.4104,7.904000000000001,10.323,7.56,3.2704000000000004,2.618,7.0956
Home Appliance Repairers,14.7741,13.0216,14.0998,9.2649,7.4676,9.3024,10.887500000000001,7.973400000000001,9.902899999999999,15.4026,7.368200000000001,20.665399999999998,6.1146,8.745000000000001,11.8638,17.4636,23.2128,5.2181999999999995,13.275300000000001,6.768300000000001,5.22,14.391599999999999,12.3585,8.4992,5.602799999999999,9.576,13.7445,12.558,3.6157,7.1466,6.812,18.6813,7.975,5.4338,9.821,5.9708,7.1016,5.303999999999999,5.3504,3.7632000000000003,7.014400000000001
Industrial Machinery Mechanics,12.4261,19.147,16.727700000000002,15.162,9.0396,8.3754,10.654599999999999,9.541,10.2279,16.419,14.8473,18.335,7.7585,7.5067,12.398399999999999,17.8,19.929,19.891199999999998,12.0192,10.225800000000001,9.605099999999998,19.129,10.14,11.9691,9.7446,15.834000000000001,4.2543,11.1136,8.8476,1.5811,4.6765,0.45139999999999997,8.568,4.5135,9.7185,6.0663,7.9624,7.1815,4.289700000000001,0.65,6.5636
"Maintenance Workers, Machinery",13.250599999999999,16.9946,12.8778,14.635800000000001,6.4829,7.2779,7.371,7.126400000000001,6.6528,12.213799999999999,12.2292,10.0605,5.125,9.1035,13.324499999999999,18.533099999999997,20.2608,22.0864,11.0514,6.215999999999999,8.316,24.4038,12.603800000000001,7.5184,4.3554,14.496500000000001,4.300800000000001,12.8554,4.140000000000001,1.9607999999999999,4.1065,1.9469999999999998,7.592,5.5304,7.3437,3.8127,7.41,7.668,3.9220000000000006,1.7388000000000001,4.6968
Millwrights,15.6148,17.7704,16.699199999999998,23.608199999999997,10.701600000000001,14.08,10.985,13.098,11.1584,20.1411,13.655199999999999,20.6712,9.6368,15.385,19.8364,23.8941,28.935,21.9912,16.84,6.45,17.4832,30.305,4.59,13.9732,11.3834,18.2104,9.7344,14.5666,8.8443,7.857000000000001,10.888499999999999,3.6864,20.16,16.9034,17.2598,17.155,18.3064,10.290000000000001,6.630599999999999,8.0216,12.0384
"Refractory Materials Repairers, Except Brickmasons",10.028400000000001,10.4615,12.654,13.3892,6.4959999999999996,6.432,9.4556,9.9831,6.209999999999999,15.964400000000001,7.4525,11.1549,5.3325000000000005,7.5852,12.0384,20.3515,24.665399999999998,11.544,13.0272,1.8468,6.623400000000001,11.0376,1.4924,6.1015999999999995,5.2224,13.0285,2.6666000000000003,8.749199999999998,4.997,1.3528,4.584,0.6566000000000001,8.5848,6.065199999999999,10.79,4.0664,6.990100000000001,6.026800000000001,2.9529,2.8129999999999997,6.7555000000000005
Electrical Power-Line Installers and Repairers,15.437,17.4648,15.0512,19.447200000000002,9.6091,9.0576,8.4823,8.606,3.8016,18.3612,8.4318,8.1238,7.2303,6.977799999999999,11.840000000000002,28.841999999999995,28.047600000000003,22.4181,21.7622,2.3985,4.3425,12.179400000000001,10.0426,3.4410000000000003,7.3904,12.868500000000001,6.8562,9.0144,9.0201,2.358,6.604,8.370000000000001,10.7184,7.727999999999999,13.0376,10.522499999999999,11.407499999999999,6.5786,2.4480000000000004,3.2918000000000003,2.2968
Telecommunications Line Installers and Repairers,12.886,16.77,13.286700000000002,12.475200000000001,8.5525,7.4547,11.0094,9.3093,10.6445,14.346800000000002,12.3442,16.9556,7.136399999999999,7.9559999999999995,14.28,25.516799999999996,19.0475,11.4219,13.566,11.2132,5.4142,8.307599999999999,11.348799999999999,10.7295,7.808,13.056,12.797,14.796199999999999,9.2547,10.1661,8.4916,13.764000000000001,8.177100000000001,5.85,10.740599999999999,6.182,7.1526000000000005,6.477399999999999,4.6248,2.1879,4.0809
Camera and Photographic Equipment Repairers,10.841000000000001,10.4535,10.756499999999999,10.6029,7.8822,9.577,5.8275,3.8114999999999997,6.802099999999999,12.2176,14.234500000000002,14.9344,5.031,6.5520000000000005,11.055,3.4854000000000003,8.8404,6.615000000000001,0.2016,10.8528,5.928,11.8327,18.947100000000002,5.1788,2.8482,7.436,6.082800000000001,9.0948,1.8079,5.3382,3.7632000000000003,6.8999999999999995,4.1625000000000005,0.8288000000000001,4.9032,3.1767999999999996,3.7049999999999996,5.3655,4.6168,0.9239999999999999,4.9719999999999995
Medical Equipment Repairers,17.253,16.394399999999997,14.3472,18.312,8.6541,13.0083,13.2901,15.705599999999999,11.2209,18.3456,7.8674,19.683,4.265700000000001,8.3457,19.894,13.472000000000001,18.883399999999998,8.4388,6.519899999999999,14.590799999999998,7.6608,22.2066,26.8763,16.04,7.5249999999999995,15.5701,10.2175,16.6656,6.3468,4.1516,4.6004000000000005,3.8802,6.25,3.9820000000000007,6.3888,3.0502000000000002,6.368399999999999,5.443200000000001,7.0675,0.3186,3.4439999999999995
Musical Instrument Repairers and Tuners,15.518400000000002,11.4754,11.998999999999999,13.719800000000001,8.6349,14.48,8.1972,6.936,7.037999999999999,17.429399999999998,16.995199999999997,15.580599999999999,6.2496,12.5976,15.964200000000002,9.4249,18.914,18.273600000000002,3.9983999999999997,7.888,4.28,15.661200000000001,4.494000000000001,7.7814000000000005,5.3928,12.2356,13.4816,15.667399999999999,2.812,11.253499999999999,9.938399999999998,18.0018,6.475,4.6886,9.726299999999998,6.604499999999999,9.0843,8.16,13.1394,2.2568,12.052800000000001
Watch and Clock Repairers,14.4598,20.3856,17.9046,17.6064,14.775,18.549599999999998,10.6305,10.315500000000002,15.804599999999999,17.301000000000002,11.734200000000001,14.276000000000002,7.5609,9.448400000000001,13.445999999999998,4.816800000000001,14.080499999999999,16.8371,3.3291999999999993,4.158,12.5172,22.083,12.0198,8.58,5.166,4.708000000000001,9.513900000000001,10.7257,3.942,9.767999999999999,7.2730999999999995,17.849999999999998,2.8014,0.7176,2.6950000000000003,1.4014,1.6607999999999998,3.6365999999999996,6.7804,0.051500000000000004,14.649600000000001
"Maintenance and Repair Workers, General",16.405,17.76,17.139200000000002,19.8464,11.725,10.397599999999999,12.8516,15.2019,12.285,20.3385,18.431700000000003,21.0246,7.202,12.592500000000001,20.818099999999998,18.2468,22.0064,18.838399999999996,15.137099999999998,10.3929,11.2125,22.1616,18.034200000000002,14.0194,9.6976,22.236,11.7294,13.951799999999999,8.6142,4.3105,11.2852,8.820500000000001,10.328999999999999,8.2863,10.397599999999999,6.7268,9.016,5.9286,7.2092,3.3494999999999995,7.59
Wind Turbine Service Technicians,14.112,18.4775,15.44,22.3214,11.115,12.159799999999999,15.7593,15.0015,14.0194,16.9736,11.8195,18.228,8.959800000000001,10.1948,18.823800000000002,28.098,27.088199999999997,26.854,16.820400000000003,14.393,9.3072,29.2687,28.224,16.3191,10.6195,19.9615,5.7358,14.091899999999999,12.15,2.7984,9.2258,0.9313,13.1193,12.145000000000001,15.518699999999999,9.8515,12.64,8.5183,8.9176,2.7382999999999997,7.9355
"Coin, Vending, and Amusement Machine Servicers and Repairers",7.549200000000001,10.985,6.384200000000001,7.2618,4.7882,6.949599999999999,9.0244,7.5888,6.3096000000000005,10.205,4.4776,10.5315,3.0301,5.7117,7.128800000000001,10.5878,11.8668,5.9045000000000005,6.8420000000000005,8.0366,4.874099999999999,12.4488,10.0128,9.016,4.032,8.0649,4.994000000000001,8.029499999999999,2.8608,4.826,3.146,9.5784,1.8809999999999998,1.8326,2.8622999999999994,0.7755,2.9946,2.112,0.9685,0.23199999999999998,8.8862
Commercial Divers,14.378800000000002,18.1116,17.2912,18.896900000000002,8.692499999999999,10.1043,10.522499999999999,14.552999999999999,7.645199999999999,18.348000000000003,12.312,16.038400000000003,9.421299999999999,11.7393,14.79,24.992,25.832399999999996,16.1136,15.288,4.7764999999999995,6.3984000000000005,16.605999999999998,7.258799999999999,12.1212,7.252000000000001,18.2185,11.154,13.7494,13.3796,3.5534,7.859,8.207,16.099999999999998,10.426499999999999,14.1367,11.6217,11.4276,7.835100000000001,6.675,5.2245,9.4128
Locksmiths and Safe Repairers,14.371500000000001,9.558000000000002,12.127,11.1012,7.812,9.1044,10.237499999999999,11.4219,6.875,16.195,12.4166,20.865299999999998,6.556500000000001,14.48,17.1035,13.825000000000001,19.889999999999997,18.84,11.154,10.497600000000002,5.9024,14.7066,10.826500000000001,9.7152,7.840000000000001,13.475,13.6875,15.840000000000002,5.952,13.2398,12.5349,17.32,10.478,5.7784,13.4689,9.0,13.181999999999999,12.3704,12.495999999999999,8.01,15.415999999999999
Manufactured Building and Mobile Home Installers,14.921,18.322200000000002,13.597800000000001,20.622800000000005,9.328800000000001,17.5724,13.671,26.7014,7.5394,27.199000000000005,19.278,23.741199999999996,10.3845,25.3839,25.795499999999997,29.348,29.4765,28.5045,29.596200000000003,4.5792,11.3834,20.2922,7.5718000000000005,13.885200000000001,22.290800000000004,26.252800000000004,21.479799999999997,23.518800000000002,11.4375,13.65,19.656,22.669900000000002,26.238899999999997,24.224800000000002,19.0366,26.953500000000002,21.28,16.4478,18.8416,15.0732,17.122600000000002
Riggers,15.351999999999999,17.3372,16.3995,19.4192,11.152,11.1115,14.4024,13.1296,9.8496,15.4507,10.678399999999998,14.628900000000002,8.1468,7.2540000000000004,14.338000000000001,21.8295,25.378999999999998,17.017,8.344,5.029000000000001,10.92,11.595699999999999,9.9864,11.776000000000002,8.5845,19.251,5.2102,14.8954,7.0675,2.2248,5.248800000000001,2.7435,7.2576,8.658000000000001,9.0746,4.2816,6.63,4.3845,1.848,0.8141999999999999,5.777
Signal and Track Switch Repairers,7.333600000000001,11.451099999999999,9.6976,10.4225,2.565,5.3165000000000004,8.0655,10.764000000000001,6.200100000000001,10.4972,5.7568,10.5525,6.5949,9.504,15.137999999999998,15.8696,16.835,11.665999999999999,12.7806,6.1601,6.9958,15.683200000000001,9.8475,9.300899999999999,6.206799999999999,14.669199999999998,5.1935,12.049800000000001,6.8595,2.9747999999999997,4.708000000000001,2.0567,9.650300000000001,6.1404,8.008,5.0388,7.3,6.039499999999999,4.9504,2.3009,2.2079999999999997
"Helpers--Installation, Maintenance, and Repair Workers",13.545,16.425,9.453000000000001,14.8518,6.908000000000001,8.5811,7.727400000000001,11.366800000000001,6.9768,14.809600000000001,9.6525,16.6362,8.4224,8.671800000000001,14.3871,19.081999999999997,17.559199999999997,14.1332,11.4821,3.57,5.9430000000000005,19.197599999999998,13.780199999999999,6.607900000000001,3.24,14.9376,8.26,15.335400000000002,5.1612,2.3632,4.3172,3.876,6.7452,7.98,5.3856,5.7238999999999995,7.3308,4.3966,3.0576,1.9094999999999998,3.1729999999999996
Geothermal Technicians,16.0366,15.7916,15.066,15.758399999999998,12.852,10.848,12.516399999999999,11.768799999999999,11.9016,18.5198,11.7895,18.8496,9.18,13.060300000000002,19.255799999999997,18.596799999999998,22.101,23.3874,17.300700000000003,12.1776,10.4006,19.2272,13.537700000000001,15.086,11.0554,19.3551,6.502400000000001,13.827,9.6726,3.6270000000000002,7.621199999999999,1.6065,15.5088,11.5884,12.012,7.6608,13.013,9.4105,4.9405,3.6256,9.155999999999999
First-Line Supervisors of Production and Operating Workers,16.745399999999997,17.22,15.0084,15.503000000000002,8.2583,12.7908,14.7356,14.2628,11.502400000000002,17.7012,13.8303,14.713199999999999,8.859599999999999,15.227999999999998,17.415,9.670499999999999,14.235,15.938999999999998,7.290000000000001,12.234399999999999,7.911000000000001,10.5616,9.1476,10.649999999999999,6.93,19.747,8.554400000000001,16.052400000000002,6.4516,5.356000000000001,15.523200000000001,3.6051,14.6034,14.5302,13.2398,18.878399999999996,16.038800000000002,10.4313,10.4832,10.5794,13.653
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",14.5017,18.706,11.8272,15.9856,13.0683,11.763300000000001,14.007,14.7696,12.0265,14.6766,15.996,17.6344,9.385200000000001,11.2455,15.1875,11.9091,19.7838,21.4852,8.008,10.924199999999999,12.9244,9.069400000000002,9.49,17.3116,8.2225,15.2148,9.51,14.818999999999999,6.300099999999999,5.5221,5.3873999999999995,2.2692,10.0016,8.12,11.4552,9.0846,8.486400000000001,7.8624,7.366999999999999,5.7584,8.062
"Coil Winders, Tapers, and Finishers",14.64,15.731499999999999,13.125,18.956699999999998,10.5481,11.763300000000001,10.464599999999999,10.323,7.2360999999999995,16.3894,6.3479,10.0453,7.5893999999999995,9.6612,10.270800000000001,13.394000000000002,17.3203,12.0935,2.379,5.082,3.7024000000000004,6.159599999999999,4.5796,4.8441,8.5932,11.1568,3.1073,10.965200000000001,8.4535,3.8975999999999993,6.2325,4.1814,7.0188999999999995,8.959000000000001,9.33,4.7961,10.9682,5.8776,3.8556,4.1995000000000005,4.9896
Electrical and Electronic Equipment Assemblers,13.702,14.6,9.918,10.7512,7.563999999999999,7.776,7.714200000000001,12.1158,9.4233,14.2104,6.442799999999999,12.0946,10.3584,6.0347,13.109300000000001,10.5624,20.115999999999996,14.869499999999999,3.8824,7.0081,9.2106,6.4,9.599,10.2399,7.292999999999999,14.808100000000001,3.1666,9.99,6.323200000000001,3.69,6.5274,5.469199999999999,9.1808,9.135,10.0596,6.0032000000000005,9.240699999999999,6.4974,6.6442,3.5292,6.75
Electromechanical Equipment Assemblers,13.8168,18.067,15.361500000000001,16.1092,10.2074,11.219999999999999,9.39,13.351,9.853200000000001,12.332799999999999,6.812099999999999,14.508900000000002,5.544,5.3352,9.639700000000001,9.33,16.415000000000003,14.0049,3.6022,8.3738,7.014400000000001,6.959600000000001,7.782500000000001,9.4224,5.514399999999999,9.7636,3.3784,9.548,4.4928,2.4055999999999997,2.9452,1.3432,4.6689,5.5965,4.368,3.4560000000000004,4.8822,4.1958,3.7842000000000002,1.9610000000000003,5.3073999999999995
Engine and Other Machine Assemblers,10.933,12.209999999999999,10.1031,11.48,6.5207999999999995,8.463199999999999,9.6408,9.735,5.9891,11.968,9.872799999999998,13.94,4.8884,5.8322,8.8631,16.9556,26.6976,22.188,8.2945,6.0632,4.752,11.781,9.1575,6.8244,5.1408000000000005,11.384400000000001,2.112,13.850700000000002,4.5746,2.9964,3.6889999999999996,1.9665,6.0975,6.556500000000001,6.954,4.0275,6.0192,7.0448,1.6480000000000001,1.6835000000000002,3.7817999999999996
Structural Metal Fabricators and Fitters,13.0896,13.611,10.552999999999999,12.843200000000001,5.6644,6.811699999999999,7.896100000000001,7.102,6.321000000000001,11.356800000000002,10.0683,9.604,5.255999999999999,6.5771999999999995,6.6856,12.8778,18.4832,18.2589,12.1792,2.664,10.7256,9.605099999999998,3.021,4.393,2.976,10.075000000000001,4.3232,10.274600000000001,4.704000000000001,2.6304000000000003,3.969,2.1279,6.952699999999999,3.96,5.4056,1.7955,3.4772999999999996,2.6026,1.501,1.5444,2.9796
Fiberglass Laminators and Fabricators,11.5181,12.808300000000001,12.9058,15.9856,9.7953,14.374799999999999,8.293999999999999,9.569999999999999,6.3714,15.0156,10.5194,10.0572,7.3112,8.3811,11.308800000000002,18.476699999999997,18.643,13.9776,7.464599999999999,3.7634999999999996,4.0984,8.9936,3.3088999999999995,10.17,7.598,12.632399999999999,2.2743,12.491399999999999,4.1768,2.457,5.0264,3.1557,9.8272,8.377600000000001,11.13,7.306,8.436,8.7576,4.7379999999999995,2.5482000000000005,4.6662
Timing Device Assemblers and Adjusters,8.8032,9.1808,9.8784,11.936,6.6825,9.8262,7.3405,5.921399999999999,7.7128,12.9456,10.857,10.208,8.0073,6.251,11.3306,5.6386,14.6286,14.0369,6.9167000000000005,4.986800000000001,4.5045,19.129,8.092,4.5843,4.6517,11.028400000000001,5.8949,10.5184,3.024,8.169599999999999,4.2731,5.9007,2.3000000000000003,2.2504,5.5216,3.4985999999999997,4.041399999999999,5.564000000000001,1.82,0.6783,2.9574000000000003
Team Assemblers,15.1016,18.5661,16.5032,15.8912,11.0916,11.5599,9.3942,8.9238,6.3134999999999994,13.468499999999999,5.7658000000000005,9.39,6.4764,8.607000000000001,11.7649,11.4123,25.2288,16.581599999999998,3.5424,8.1792,6.244400000000001,5.7792,5.5647,6.4167000000000005,5.3354,12.204,1.6683999999999999,13.020000000000001,5.951100000000001,2.5021,5.1408000000000005,2.3829,8.790600000000001,6.178799999999999,10.812,6.5286,10.2391,5.8999999999999995,3.0300000000000002,1.8304,3.4752
Bakers,10.2942,10.5705,13.642,10.810599999999999,4.0888,8.5386,5.0764,4.4556,3.444,9.116399999999999,6.816,6.8376,4.27,5.9881,11.931399999999998,7.0716,9.709200000000001,7.5301,1.7776,3.4219999999999997,1.073,0.8601,1.1476,3.3579999999999997,3.262,8.9244,2.9792,9.234000000000002,5.942699999999999,2.52,5.454000000000001,4.4144,6.9426,2.9393999999999996,8.6508,5.276800000000001,7.1632,2.3496,1.6638,1.2628,3.3034
Butchers and Meat Cutters,14.858,11.7264,14.315699999999998,13.0152,10.3563,11.2488,11.040000000000001,9.23,7.011,12.9575,8.2076,9.5718,5.9349,10.757000000000001,12.602099999999998,14.5755,18.4977,14.494199999999998,5.1912,5.949999999999999,3.0744999999999996,6.0075,4.6656,7.2452,4.265700000000001,13.099499999999999,7.7532,13.719999999999999,6.2622,12.881699999999999,10.92,17.9784,9.541,9.983,10.108500000000001,8.8184,10.917399999999999,7.037999999999999,4.768999999999999,5.2008,8.393099999999999
"Meat, Poultry, and Fish Cutters and Trimmers",14.195,12.915,18.654300000000003,15.133000000000001,11.237800000000002,13.104000000000001,12.3313,12.489,10.6492,14.2848,7.4712000000000005,14.508000000000001,4.6848,7.5647,15.3874,15.719399999999998,23.045,13.2076,4.7056000000000004,3.5568,3.3697999999999997,7.074000000000001,6.396,8.134,8.8065,13.226,5.2056000000000004,13.321,10.8388,4.34,7.1979999999999995,4.07,8.645999999999999,9.4176,12.1212,7.257000000000001,10.0672,6.0198,3.8871999999999995,4.7175,6.0333
Slaughterers and Meat Packers,8.490900000000002,14.896599999999998,12.2059,11.316899999999999,4.5161999999999995,5.5806,4.300999999999999,5.9670000000000005,3.4697,6.018000000000001,3.8925,4.8517,4.089799999999999,3.7714000000000003,6.573600000000001,14.3824,20.571600000000004,8.52,1.848,1.0499999999999998,0.5445,5.6720999999999995,2.294,4.366,4.919999999999999,9.696,1.8618000000000001,5.676000000000001,3.2550000000000003,2.1285,3.96,2.9253,5.873399999999999,4.908600000000001,5.8729,3.6166,4.6248,3.1824000000000003,2.58,1.7490000000000003,4.704
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",14.7936,16.5186,15.1875,13.8263,8.608,7.581,13.5936,10.267399999999999,10.512,18.0,8.1992,9.2112,9.03,9.802,11.686399999999999,13.596499999999999,16.005599999999998,18.565,8.7447,10.0048,4.4946,8.9397,9.4374,13.377,10.5915,18.2028,6.144,14.962800000000001,7.5481,4.7632,9.6276,7.15,11.6181,9.209200000000001,11.995199999999999,11.5605,9.4848,11.408000000000001,6.86,4.9559999999999995,6.426399999999999
